price,postcode,size,kamers,year,latitude,longitude,distance1,distance2,age,nearby rating
240000,3069CR,76,3,1972,51.964161243750006,4.5442628,6.763729081893157,6.365700572844536,50,4.25
289500,3027HE,93,6,1926,51.91568331176472,4.440792497058824,2.226483296215996,2.718165777494504,96,4.264705882352941
300000,3051XG,82,3,1925,51.94574067222223,4.468306038888889,2.3884635790105184,2.4608240565633803,97,4.066666666666667
400000,3059RA,109,4,2001,51.98038078222526,4.590212129800067,10.35575243688622,9.93139620972102,21,3.9133333333333336
225000,3042CJ,52,2,1956,51.93229411250001,4.4358500916666666,2.5118521027571035,3.0097713835659,66,3.6848484848484846
375000,3051SW,69,3,1960,51.94364397083333,4.469483758333333,2.1526210152095584,2.214517348864266,62,4.305882352941176
250000,3061PK,57,2,1957,51.92768043000001,4.503986229999999,2.368016145935886,1.8447298525488496,65,3.886666666666667
610000,3053DE,130,5,2010,51.96005678333335,4.4677671375,3.981485205248118,4.0257657997229535,12,3.6235294117647054
195000,3028SK,53,3,1940,51.915449733333325,4.419074200000001,3.639474847480441,4.154602736456336,82,4.090625
200000,3082LG,66,3,1951,51.88794106666666,4.471599103333333,4.04699404942594,4.078295164121246,71,4.016666666666667
200000,3078HB,67,3,1960,51.8952054060606,4.541928863636362,5.914452650022266,5.485248381514474,62,4.025
215000,3083VN,65,5,1947,51.88628911111109,4.477418559259259,4.26000918659504,4.240473407160424,75,4.142857142857143
740000,3053PL,144,6,1961,51.96576320333333,4.472098900000001,4.615714513079241,4.618418083607997,61,3.822222222222221
350000,3077MN,88,3,2002,51.8977435455224,4.522004788805968,4.640882850234963,4.253465750039479,20,4.6
750000,3055NH,135,6,1954,51.95489950416667,4.506785070833333,4.241629762840475,3.939167013689879,68,4.144444444444444
435000,3025EK,124,3,2006,51.907431407407415,4.441782062962964,2.7004601667564576,3.110049576546848,16,4.186274509803922
329000,3079MB,119,4,1981,51.87859745789473,4.5603510157894735,8.033129799615189,7.637645815365601,41,4.213333333333333
207000,3028HD,70,5,1950,51.918306075,4.4226569583333335,3.324701716352263,3.847091638515516,72,4.159999999999999
400000,3024CH,99,3,2004,51.90533408307691,4.458597129230768,2.2513994152533985,2.49559710729137,18,3.644047619047619
465000,3021NE,118,3,1904,51.91242826153847,4.459329965384615,1.511215110039405,1.836249425437112,118,4.033333333333333
249000,3067JT,78,3,1965,51.94369421428572,4.538937103571429,5.209386176287476,4.727382537255522,57,4.066666666666666
360000,3067PT,113,4,1981,51.94278524285714,4.557897295238094,6.385841982467214,5.883048576811805,41,4.152941176470588
400000,3039SH,95,5,1937,51.93307628095239,4.458073785714285,1.2753672961983442,1.6596766095236757,85,3.81111111111111
600000,3036GJ,110,5,2016,51.9361319,4.482581925,1.5754797292537546,1.3478621834879077,6,4.124509803921569
295000,3051VK,90,3,1928,51.94571427142857,4.469251414285713,2.3832390493553417,2.4417049399069928,94,4.421568627450981
299000,3061AJ,47,2,1909,51.929401404,4.505421772000001,2.501898613619143,1.9865128691369929,113,4.073333333333333
450000,3083LB,145,4,1941,51.89069667058824,4.473598905882353,3.747088798834534,3.7606268435663015,81,3.6294117647058823
395000,3026GS,99,3,1935,51.91179788333333,4.447004607142857,2.1067209100563336,2.5350399179606757,87,3.925
240000,3069CR,76,3,1972,51.964161243750006,4.5442628,6.763729081893157,6.365700572844536,50,4.25
289500,3027HE,93,6,1926,51.91568331176472,4.440792497058824,2.226483296215996,2.718165777494504,96,4.264705882352941
300000,3051XG,82,3,1925,51.94574067222223,4.468306038888889,2.3884635790105184,2.4608240565633803,97,4.066666666666667
400000,3059RA,109,4,2001,51.98038078222526,4.590212129800067,10.35575243688622,9.93139620972102,21,3.9133333333333336
225000,3042CJ,52,2,1956,51.93229411250001,4.4358500916666666,2.5118521027571035,3.0097713835659,66,3.6848484848484846
375000,3051SW,69,3,1960,51.94364397083333,4.469483758333333,2.1526210152095584,2.214517348864266,62,4.305882352941176
250000,3061PK,57,2,1957,51.92768043000001,4.503986229999999,2.368016145935886,1.8447298525488496,65,3.886666666666667
610000,3053DE,130,5,2010,51.96005678333335,4.4677671375,3.981485205248118,4.0257657997229535,12,3.6235294117647054
195000,3028SK,53,3,1940,51.915449733333325,4.419074200000001,3.639474847480441,4.154602736456336,82,4.090625
200000,3082LG,66,3,1951,51.88794106666666,4.471599103333333,4.04699404942594,4.078295164121246,71,4.016666666666667
200000,3078HB,67,3,1960,51.8952054060606,4.541928863636362,5.914452650022266,5.485248381514474,62,4.025
215000,3083VN,65,5,1947,51.88628911111109,4.477418559259259,4.26000918659504,4.240473407160424,75,4.142857142857143
740000,3053PL,144,6,1961,51.96576320333333,4.472098900000001,4.615714513079241,4.618418083607997,61,3.822222222222221
350000,3077MN,88,3,2002,51.8977435455224,4.522004788805968,4.640882850234963,4.253465750039479,20,4.6
750000,3055NH,135,6,1954,51.95489950416667,4.506785070833333,4.241629762840475,3.939167013689879,68,4.144444444444444
435000,3025EK,124,3,2006,51.907431407407415,4.441782062962964,2.7004601667564576,3.110049576546848,16,4.186274509803922
329000,3079MB,119,4,1981,51.87859745789473,4.5603510157894735,8.033129799615189,7.637645815365601,41,4.213333333333333
207000,3028HD,70,5,1950,51.918306075,4.4226569583333335,3.324701716352263,3.847091638515516,72,4.159999999999999
400000,3024CH,99,3,2004,51.90533408307691,4.458597129230768,2.2513994152533985,2.49559710729137,18,3.644047619047619
465000,3021NE,118,3,1904,51.91242826153847,4.459329965384615,1.511215110039405,1.836249425437112,118,4.033333333333333
249000,3067JT,78,3,1965,51.94369421428572,4.538937103571429,5.209386176287476,4.727382537255522,57,4.066666666666666
360000,3067PT,113,4,1981,51.94278524285714,4.557897295238094,6.385841982467214,5.883048576811805,41,4.152941176470588
400000,3039SH,95,5,1937,51.93307628095239,4.458073785714285,1.2753672961983442,1.6596766095236757,85,3.81111111111111
600000,3036GJ,110,5,2016,51.9361319,4.482581925,1.5754797292537546,1.3478621834879077,6,4.124509803921569
295000,3051VK,90,3,1928,51.94571427142857,4.469251414285713,2.3832390493553417,2.4417049399069928,94,4.421568627450981
299000,3061AJ,47,2,1909,51.929401404,4.505421772000001,2.501898613619143,1.9865128691369929,113,4.073333333333333
450000,3083LB,145,4,1941,51.89069667058824,4.473598905882353,3.747088798834534,3.7606268435663015,81,3.6294117647058823
395000,3026GS,99,3,1935,51.91179788333333,4.447004607142857,2.1067209100563336,2.5350399179606757,87,3.925
240000,3069CR,76,3,1972,51.964161243750006,4.5442628,6.763729081893157,6.365700572844536,50,4.25
289500,3027HE,93,6,1926,51.91568331176472,4.440792497058824,2.226483296215996,2.718165777494504,96,4.264705882352941
300000,3051XG,82,3,1925,51.94574067222223,4.468306038888889,2.3884635790105184,2.4608240565633803,97,4.066666666666667
400000,3059RA,109,4,2001,51.98038078222526,4.590212129800067,10.35575243688622,9.93139620972102,21,3.9133333333333336
225000,3042CJ,52,2,1956,51.93229411250001,4.4358500916666666,2.5118521027571035,3.0097713835659,66,3.6848484848484846
375000,3051SW,69,3,1960,51.94364397083333,4.469483758333333,2.1526210152095584,2.214517348864266,62,4.305882352941176
250000,3061PK,57,2,1957,51.92768043000001,4.503986229999999,2.368016145935886,1.8447298525488496,65,3.886666666666667
610000,3053DE,130,5,2010,51.96005678333335,4.4677671375,3.981485205248118,4.0257657997229535,12,3.6235294117647054
195000,3028SK,53,3,1940,51.915449733333325,4.419074200000001,3.639474847480441,4.154602736456336,82,4.090625
200000,3082LG,66,3,1951,51.88794106666666,4.471599103333333,4.04699404942594,4.078295164121246,71,4.016666666666667
200000,3078HB,67,3,1960,51.8952054060606,4.541928863636362,5.914452650022266,5.485248381514474,62,4.025
215000,3083VN,65,5,1947,51.88628911111109,4.477418559259259,4.26000918659504,4.240473407160424,75,4.142857142857143
740000,3053PL,144,6,1961,51.96576320333333,4.472098900000001,4.615714513079241,4.618418083607997,61,3.822222222222221
350000,3077MN,88,3,2002,51.8977435455224,4.522004788805968,4.640882850234963,4.253465750039479,20,4.6
750000,3055NH,135,6,1954,51.95489950416667,4.506785070833333,4.241629762840475,3.939167013689879,68,4.144444444444444
435000,3025EK,124,3,2006,51.907431407407415,4.441782062962964,2.7004601667564576,3.110049576546848,16,4.186274509803922
329000,3079MB,119,4,1981,51.87859745789473,4.5603510157894735,8.033129799615189,7.637645815365601,41,4.213333333333333
207000,3028HD,70,5,1950,51.918306075,4.4226569583333335,3.324701716352263,3.847091638515516,72,4.159999999999999
400000,3024CH,99,3,2004,51.90533408307691,4.458597129230768,2.2513994152533985,2.49559710729137,18,3.644047619047619
465000,3021NE,118,3,1904,51.91242826153847,4.459329965384615,1.511215110039405,1.836249425437112,118,4.033333333333333
249000,3067JT,78,3,1965,51.94369421428572,4.538937103571429,5.209386176287476,4.727382537255522,57,4.066666666666666
360000,3067PT,113,4,1981,51.94278524285714,4.557897295238094,6.385841982467214,5.883048576811805,41,4.152941176470588
400000,3039SH,95,5,1937,51.93307628095239,4.458073785714285,1.2753672961983442,1.6596766095236757,85,3.81111111111111
600000,3036GJ,110,5,2016,51.9361319,4.482581925,1.5754797292537546,1.3478621834879077,6,4.124509803921569
295000,3051VK,90,3,1928,51.94571427142857,4.469251414285713,2.3832390493553417,2.4417049399069928,94,4.421568627450981
299000,3061AJ,47,2,1909,51.929401404,4.505421772000001,2.501898613619143,1.9865128691369929,113,4.073333333333333
450000,3083LB,145,4,1941,51.89069667058824,4.473598905882353,3.747088798834534,3.7606268435663015,81,3.6294117647058823
395000,3026GS,99,3,1935,51.91179788333333,4.447004607142857,2.1067209100563336,2.5350399179606757,87,3.925
240000,3069CR,76,3,1972,51.964161243750006,4.5442628,6.763729081893157,6.365700572844536,50,4.25
289500,3027HE,93,6,1926,51.91568331176472,4.440792497058824,2.226483296215996,2.718165777494504,96,4.264705882352941
300000,3051XG,82,3,1925,51.94574067222223,4.468306038888889,2.3884635790105184,2.4608240565633803,97,4.066666666666667
400000,3059RA,109,4,2001,51.98038078222526,4.590212129800067,10.35575243688622,9.93139620972102,21,3.9133333333333336
225000,3042CJ,52,2,1956,51.93229411250001,4.4358500916666666,2.5118521027571035,3.0097713835659,66,3.6848484848484846
375000,3051SW,69,3,1960,51.94364397083333,4.469483758333333,2.1526210152095584,2.214517348864266,62,4.305882352941176
250000,3061PK,57,2,1957,51.92768043000001,4.503986229999999,2.368016145935886,1.8447298525488496,65,3.886666666666667
610000,3053DE,130,5,2010,51.96005678333335,4.4677671375,3.981485205248118,4.0257657997229535,12,3.6235294117647054
195000,3028SK,53,3,1940,51.915449733333325,4.419074200000001,3.639474847480441,4.154602736456336,82,4.090625
200000,3082LG,66,3,1951,51.88794106666666,4.471599103333333,4.04699404942594,4.078295164121246,71,4.016666666666667
200000,3078HB,67,3,1960,51.8952054060606,4.541928863636362,5.914452650022266,5.485248381514474,62,4.025
215000,3083VN,65,5,1947,51.88628911111109,4.477418559259259,4.26000918659504,4.240473407160424,75,4.142857142857143
740000,3053PL,144,6,1961,51.96576320333333,4.472098900000001,4.615714513079241,4.618418083607997,61,3.822222222222221
350000,3077MN,88,3,2002,51.8977435455224,4.522004788805968,4.640882850234963,4.253465750039479,20,4.6
750000,3055NH,135,6,1954,51.95489950416667,4.506785070833333,4.241629762840475,3.939167013689879,68,4.144444444444444
